season,fpl_id,first_name,second_name,full_name,web_name,team_id,element_type
2324,579,Andy,Lonergan,Andy Lonergan,Lonergan,9,1
2324,588,Ashley,Young,Ashley Young,Young,9,2
2324,601,Arnaut,Danjuma Groeneveld,Arnaut Danjuma Groeneveld,Danjuma,9,3
2324,624,Lewis,Dobbin,Lewis Dobbin,Dobbin,9,3
2324,645,Youssef,Ramalho Chermiti,Youssef Ramalho Chermiti,Y. Chermiti,9,4
2324,649,Thomas,Cannon,Thomas Cannon,Cannon,9,4
2324,650,Tyler,Onyango,Tyler Onyango,Onyango,9,3
2324,661,Jack,Harrison,Jack Harrison,Harrison,9,3
2324,691,Norberto Bercique,Gomes Betuncal,Norberto Bercique Gomes Betuncal,Beto,9,4
2324,719,Mackenzie,Hunt,Mackenzie Hunt,Hunt,9,3
2324,760,Jenson,Metcalfe,Jenson Metcalfe,Metcalfe,9,3
2324,761,Elijah,Campbell,Elijah Campbell,Campbell,9,2
2324,841,Lewis,Warrington,Lewis Warrington,Warrington,9,3
2324,863,Billy,Crellin,Billy Crellin,Crellin,9,1
2324,193,Armando,Broja,Armando Broja,Broja,10,4
2425,797,Jake,Evans,Jake Evans,Jake Evans,11,3
2425,382,Mason,Mount,Mason Mount,Mount,14,3
2425,383,André,Onana,André Onana,Onana,14,1
2425,620,Ramón,Sosa,Ramón Sosa,Sosa,16,3
2425,689,Luca,Williams-Barnett,Luca Williams-Barnett,Williams-Barnett,18,3
2324,398,Luke,Shaw,Luke Shaw,Shaw,14,2
2526,333,Martial,Godo,Martial Godo,Godo,10,3
2324,751,Justin,Hubner,Justin Hubner,Hubner,20,2
2526,811,Rio,Kyerematen,Rio Kyerematen,Kyerematen,18,3
2425,145,Joël,Veltman,Joël Veltman,Veltman,5,2
2425,364,Amad,Diallo,Amad Diallo,Amad,14,3
2425,322,Joe,Gomez,Joe Gomez,Gomez,12,2
2425,571,Sávio 'Savinho',Moreira de Oliveira,Sávio 'Savinho' Moreira de Oliveira,Savinho,13,3
2425,607,Nico,O'Reilly,Nico O'Reilly,O’Reilly,13,3
2425,625,Ilkay,Gündogan,Ilkay Gündogan,Gündogan,13,3
2425,626,Issa,Kaboré,Issa Kaboré,Kaboré,13,2
2425,671,Jacob,Wright,Jacob Wright,Wright,13,3
2425,672,Jahmai,Simpson-Pusey,Jahmai Simpson-Pusey,Simpson-Pusey,13,2
2425,675,Josh,Wilson-Esbrand,Josh Wilson-Esbrand,Wilson-Esbrand,13,2
2425,698,Divin,Mubama,Divin Mubama,Mubama,13,4
2425,703,Max,Alleyne,Max Alleyne,Alleyne,13,2
2425,704,Spike,Brits,Spike Brits,Brits,13,1
2425,732,Abdukodir,Khusanov,Abdukodir Khusanov,Khusanov,13,2
2425,733,Vitor,de Oliveira Nunes dos Reis,Vitor de Oliveira Nunes dos Reis,Vitor Reis,13,2
2425,736,Pep,Guardiola,Pep Guardiola,Guardiola,13,5
2425,755,Omar,Marmoush,Omar Marmoush,Marmoush,13,4
2425,765,Nico,González,Nico González,N.Gonzalez,13,3
2425,785,Claudio,Echeverri,Claudio Echeverri,Echeverri,13,3
2425,365,Antony Matheus,dos Santos,Antony Matheus dos Santos,Antony,14,3
2425,366,Bruno,Borges Fernandes,Bruno Borges Fernandes,B.Fernandes,14,3
2425,367,Altay,Bayindir,Altay Bayindir,Bayindir,14,1
2425,368,Carlos Henrique,Casimiro,Carlos Henrique Casimiro,Casemiro,14,3
2425,369,Diogo,Dalot Teixeira,Diogo Dalot Teixeira,Dalot,14,2
2425,370,Christian,Eriksen,Christian Eriksen,Eriksen,14,3
2425,371,Jonny,Evans,Jonny Evans,Evans,14,2
2526,392,Endo,Wataru,Endo Wataru,Endo,12,3
2526,549,Dan,Neil,Dan Neil,Neil,17,3
2526,535,Dennis,Cirkin,Dennis Cirkin,Cirkin,17,2
2526,800,Djiamgone Jocelin Ta,Bi,Djiamgone Jocelin Ta Bi,Jocelin.T,17,3
2526,561,Eliezer,Mayenda Dossou,Eliezer Mayenda Dossou,Mayenda,17,4
2526,547,Enzo,Le Fée,Enzo Le Fée,E.Le Fée,17,3
2526,668,Granit,Xhaka,Granit Xhaka,Xhaka,17,3
2526,544,Habib,Diarra,Habib Diarra,Diarra,17,3
2526,542,Jenson,Seelt,Jenson Seelt,Seelt,17,2
2526,539,Luke,O'Nien,Luke O'Nien,O'Nien,17,2
2526,724,Lutsharel,Geertruida,Lutsharel Geertruida,Geertruida,17,2
2526,812,Melker,Ellborg,Melker Ellborg,Ellborg,17,1
2526,813,Nilson,Angulo,Nilson Angulo,Angulo,17,3
2526,552,Noah,Sadiki,Noah Sadiki,Sadiki,17,3
2526,694,Nordi,Mukiele,Nordi Mukiele,Mukiele,17,2
2526,683,Omar,Alderete,Omar Alderete,Alderete,17,2
2526,545,Patrick,Roberts,Patrick Roberts,Roberts,17,3
2526,541,Reinildo,Mandava,Reinildo Mandava,Reinildo,17,2
2526,670,Robin,Roefs,Robin Roefs,Roefs,17,1
2526,548,Romaine,Mundle,Romaine Mundle,Mundle,17,3
2526,543,Simon,Adingra,Simon Adingra,Adingra,17,3
2526,532,Trai,Hume,Trai Hume,Hume,17,2
2526,560,Wilson,Isidor,Wilson Isidor,Isidor,17,4
2526,567,Antonín,Kinský,Antonín Kinský,Kinsky,18,1
2526,591,Archie,Gray,Archie Gray,Gray,18,3
2526,571,Ben,Davies,Ben Davies,Davies,18,2
2526,595,Callum,Olusesi,Callum Olusesi,Olusesi,18,3
2526,796,Conor,Gallagher,Conor Gallagher,Gallagher,18,3
2526,569,Cristian,Romero,Cristian Romero,Romero,18,2
2526,599,Dane,Scarlett,Dane Scarlett,Scarlett,18,4
2526,573,Djed,Spence,Djed Spence,Spence,18,2
2526,596,Dominic,Solanke-Mitchell,Dominic Solanke-Mitchell,Solanke,18,4
2526,565,Guglielmo,Vicario,Guglielmo Vicario,Vicario,18,1
2526,574,Destiny,Udogie,Destiny Udogie,Udogie,18,2
2526,584,Mathys,Tel,Mathys Tel,Tel,18,3
1617,16,Aaron,Ramsey,Aaron Ramsey,Ramsey,1,3
2425,529,Nayef,Aguerd,Nayef Aguerd,N.Aguerd,19,2
1617,197,Bradley,Smith,Bradley Smith,Smith,2,2
2425,456,Armel,Bella-Kotchap,Armel Bella-Kotchap,Bella-Kotchap,17,2
1617,377,BafÃ©timbi,Gomis,BafÃ©timbi Gomis,Gomis,16,4
2425,457,James,Bree,James Bree,Bree,17,2
2425,458,Shea,Charles,Shea Charles,Charles,17,3
2425,459,Samuel,Edozie,Samuel Edozie,Edozie,17,3
2425,460,Ronnie,Edwards,Ronnie Edwards,Edwards,17,2
2526,502,Matz,Sels,Matz Sels,Sels,16,1
1718,540,Tim,Krul,Tim Krul,Krul,3,1
1718,147,Yannick,Bolasie,Yannick Bolasie,Bolasie,7,3
1718,148,Kevin,Mirallas,Kevin Mirallas,Mirallas,7,3
1718,150,James,McCarthy,James McCarthy,McCarthy,7,3
1718,152,Muhamed,Besic,Muhamed Besic,Besic,7,3
1718,154,Morgan,Schneiderlin,Morgan Schneiderlin,Schneiderlin,7,3
1718,155,Idrissa,Gueye,Idrissa Gueye,Gueye,7,3
1718,156,Tom,Davies,Tom Davies,Davies,7,3
1718,157,Ademola,Lookman,Ademola Lookman,Lookman,7,3
1718,158,Davy,Klaassen,Davy Klaassen,Klaassen,7,3
1718,159,Dominic,Calvert-Lewin,Dominic Calvert-Lewin,Calvert-Lewin,7,4
1718,160,Sandro,RamÃ­rez,Sandro RamÃ­rez,Sandro,7,4
1718,161,Wayne,Rooney,Wayne Rooney,Rooney,7,4
1718,359,Gylfi,Sigurdsson,Gylfi Sigurdsson,Sigurdsson,7,3
1718,464,Cuco,Martina,Cuco Martina,Martina,7,2
1718,502,Eliaquim,Mangala,Eliaquim Mangala,Mangala,7,2
1718,539,Nikola,Vlasic,Nikola Vlasic,Vlasic,7,3
1718,548,Oumar,Niasse,Oumar Niasse,Niasse,7,4
1718,563,Beni,Baningime,Beni Baningime,Baningime,7,3
1718,592,Cenk,Tosun,Cenk Tosun,Tosun,7,4
1718,629,Luke,Garbutt,Luke Garbutt,Garbutt,7,2
1718,162,Joel,Coleman,Joel Coleman,Coleman,8,1
1718,163,Jonas,LÃ¶ssl,Jonas LÃ¶ssl,LÃ¶ssl,8,1
1718,349,Saido,Berahino,Saido Berahino,Berahino,15,4
1819,197,Florent,Hadergjonaj,Florent Hadergjonaj,Hadergjonaj,10,2
1617,668,Angus,Gunn,Angus Gunn,Gunn,10,1
2425,461,Taylor,Harwood-Bellis,Taylor Harwood-Bellis,Harwood-Bellis,17,2
2425,462,Kamaldeen,Sulemana,Kamaldeen Sulemana,Kamaldeen,17,3
2425,463,Adam,Lallana,Adam Lallana,Lallana,17,3
2425,464,Juan,Larios López,Juan Larios López,Larios,17,2
2425,465,Mateusz,Lis,Mateusz Lis,Lis,17,1
1819,502,Lucas,PÃ©rez,Lucas PÃ©rez,Lucas,19,4
1819,518,Carlos,SÃ¡nchez,Carlos SÃ¡nchez,Carlos SÃ¡nchez,19,3
1819,539,Grady,Diangana,Grady Diangana,Diangana,19,3
1819,547,Joe,Powell,Joe Powell,Powell,19,3
1819,548,Conor,Coventry,Conor Coventry,Coventry,19,3
1819,560,Alexandre Nascimento,Costa Silva,Alexandre Nascimento Costa Silva,Xande Silva,19,4
1819,569,Samir,Nasri,Samir Nasri,Nasri,19,3
1819,605,Ben,Johnson,Ben Johnson,Johnson,19,2
1819,611,Nathan,Holland,Nathan Holland,Holland,19,3
1819,421,John,Ruddy,John Ruddy,Ruddy,20,1
1819,422,Will,Norris,Will Norris,Norris,20,1
1819,423,Willy,Boly,Willy Boly,Boly,20,2
1819,424,Barry,Douglas,Barry Douglas,Douglas,20,2
1819,425,Matt,Doherty,Matt Doherty,Doherty,20,2
1920,220,Phil,Foden,Phil Foden,Foden,11,3
2425,466,Joe,Lumley,Joe Lumley,Lumley,17,1
2425,467,Ryan,Manning,Ryan Manning,Manning,17,2
1920,656,Jack,Young,Jack Young,Young,13,3
1819,82,Jack,Cork,Jack Cork,Cork,4,3
1920,437,Che,Adams,Che Adams,Adams,16,4
2425,468,Sékou,Mara,Sékou Mara,Mara,17,4
2425,469,Alex,McCarthy,Alex McCarthy,McCarthy,17,1
2425,470,Paul,Onuachu,Paul Onuachu,Onuachu,17,4
2425,471,Will,Smallbone,Will Smallbone,Smallbone,17,3
2425,472,Jack,Stephens,Jack Stephens,Stephens,17,2
2425,473,Ross,Stewart,Ross Stewart,Stewart,17,4
1819,401,Winston,Reid,Winston Reid,Reid,19,2
2021,194,Francisco,Casilla CortÃ©s,Francisco Casilla CortÃ©s,Casilla,10,1
2021,195,Liam,Cooper,Liam Cooper,Cooper,10,2
2021,196,Barry,Douglas,Barry Douglas,Douglas,10,2
2021,197,Luke,Ayling,Luke Ayling,Ayling,10,2
2021,198,Mateusz,Klich,Mateusz Klich,Klich,10,3
2021,199,Adam,Forshaw,Adam Forshaw,Forshaw,10,3
2021,200,Stuart,Dallas,Stuart Dallas,Dallas,10,2
2021,201,Ezgjan,Alioski,Ezgjan Alioski,Alioski,10,2
2021,253,Fabio Henrique,Tavares,Fabio Henrique Tavares,Fabinho,11,3
2021,254,Mohamed,Salah,Mohamed Salah,Salah,11,3
2021,255,Andrew,Robertson,Andrew Robertson,Robertson,11,2
2021,256,Divock,Origi,Divock Origi,Origi,11,4
2021,257,Harry,Wilson,Harry Wilson,Harry Wilson,11,3
2021,259,Trent,Alexander-Arnold,Trent Alexander-Arnold,Alexander-Arnold,11,2
2021,260,Joseph,Gomez,Joseph Gomez,Gomez,11,2
2021,263,Curtis,Jones,Curtis Jones,Jones,11,3
2021,264,Neco,Williams,Neco Williams,Neco Williams,11,2
2021,265,Harvey,Elliott,Harvey Elliott,Elliott,11,3
2021,468,Diogo,Jota,Diogo Jota,Jota,11,3
2021,531,Thiago,AlcÃ¡ntara do Nascimento,Thiago AlcÃ¡ntara do Nascimento,Thiago,11,3
2021,560,Caoimhin,Kelleher,Caoimhin Kelleher,Kelleher,11,1
2021,589,Nathaniel,Phillips,Nathaniel Phillips,Phillips,11,2
2021,594,Rhys,Williams,Rhys Williams,Rhys Williams,11,2
2021,601,Leighton,Clarkson,Leighton Clarkson,Clarkson,11,3
2021,607,Jake,Cain,Jake Cain,Cain,11,3
2021,652,Ozan,Kabak,Ozan Kabak,Kabak,11,2
2021,653,Ben,Davies,Ben Davies,Davies,11,2
2021,677,Liam,Hughes,Liam Hughes,Hughes,11,1
2021,678,Jakub,Ojrzynski,Jakub Ojrzynski,Ojrzynski,11,1
2021,696,Ben,Woodburn,Ben Woodburn,Woodburn,11,3
2021,622,Luke,Mbete,Luke Mbete,Mbete,12,2
2021,348,Simon,Moore,Simon Moore,Moore,15,1
1920,146,Cenk,Tosun,Cenk Tosun,Tosun,8,4
2425,474,Sugawara,Yukinari,Sugawara Yukinari,Sugawara,17,2
2425,475,Charlie,Taylor,Charlie Taylor,Taylor,17,2
2425,476,Kyle,Walker-Peters,Kyle Walker-Peters,Walker-Peters,17,2
2425,477,Nathan,Wood-Gordon,Nathan Wood-Gordon,Wood,17,2
2425,515,Maxwel,Cornet,Maxwel Cornet,Cornet,17,3
2425,518,Flynn,Downes,Flynn Downes,Downes,17,3
2425,584,Ben,Brereton Díaz,Ben Brereton Díaz,Brereton Díaz,17,3
2425,347,Ederson,Santana de Moraes,Ederson Santana de Moraes,Ederson M.,13,1
2425,348,Phil,Foden,Phil Foden,Foden,13,3
2425,349,Jack,Grealish,Jack Grealish,Grealish,13,3
2425,350,Joško,Gvardiol,Joško Gvardiol,Gvardiol,13,2
2425,351,Erling,Haaland,Erling Haaland,Haaland,13,4
2425,352,Julián,Álvarez,Julián Álvarez,J.Alvarez,13,4
2425,353,João,Cavaco Cancelo,João Cavaco Cancelo,João Cancelo,13,2
2425,354,Mateo,Kovačić,Mateo Kovačić,Kovačić,13,3
2425,355,Rico,Lewis,Rico Lewis,Lewis,13,2
2425,356,Matheus Luiz,Nunes,Matheus Luiz Nunes,Matheus N.,13,3
2425,357,James,McAtee,James McAtee,McAtee,13,3
2425,358,Stefan,Ortega Moreno,Stefan Ortega Moreno,Ortega Moreno,13,1
2425,360,Rodrigo 'Rodri',Hernandez,Rodrigo 'Rodri' Hernandez,Rodrigo,13,3
2425,361,Rúben,Gato Alves Dias,Rúben Gato Alves Dias,Rúben,13,2
2425,362,John,Stones,John Stones,Stones,13,2
2425,363,Kyle,Walker,Kyle Walker,Walker,13,2
2425,372,Alejandro,Garnacho,Alejandro Garnacho,Garnacho,14,3
2425,373,Hannibal,Mejbri,Hannibal Mejbri,Hannibal,14,3
2425,374,Tom,Heaton,Tom Heaton,Heaton,14,1
2425,375,Rasmus,Højlund,Rasmus Højlund,Højlund,14,4
2425,376,Victor,Lindelöf,Victor Lindelöf,Lindelof,14,2
2425,377,Harry,Maguire,Harry Maguire,Maguire,14,2
2425,378,Kobbie,Mainoo,Kobbie Mainoo,Mainoo,14,3
2425,379,Tyrell,Malacia,Tyrell Malacia,Malacia,14,2
2425,380,Lisandro,Martínez,Lisandro Martínez,Martinez,14,2
2425,381,Scott,McTominay,Scott McTominay,McTominay,14,3
2425,608,Tyler,Dibling,Tyler Dibling,Dibling,17,3
2425,623,Mateus Gonçalo,Espanha Fernandes,Mateus Gonçalo Espanha Fernandes,M.Fernandes,17,3
2425,693,Joseph,O'Brien-Whitmarsh,Joseph O'Brien-Whitmarsh,O'Brien-Whitmarsh,17,3
2425,718,Welington Damascena,Santos,Welington Damascena Santos,Welington,17,2
2425,719,Joachim,Kayi-Sanda,Joachim Kayi-Sanda,Kayi Sanda,17,2
2425,734,Albert,Grønbæk,Albert Grønbæk,Grønbæk,17,3
2425,748,Simon,Rusk,Simon Rusk,Rusk,17,5
2425,798,Jay,Robinson,Jay Robinson,Jay Robinson,17,4
2425,804,Jayden,Moore,Jayden Moore,Moore,17,2
2425,82,Dominic,Solanke-Mitchell,Dominic Solanke-Mitchell,Solanke,18,4
2425,478,Ashley,Phillips,Ashley Phillips,A.Phillips,18,2
2425,479,Brandon,Austin,Brandon Austin,Austin,18,1
2425,480,Rodrigo,Bentancur,Rodrigo Bentancur,Bentancur,18,3
2425,481,Lucas,Bergvall,Lucas Bergvall,Bergvall,18,3
2425,482,Yves,Bissouma,Yves Bissouma,Bissouma,18,3
2425,483,Bryan,Gil Salvatierra,Bryan Gil Salvatierra,Bryan,18,3
2425,484,Ben,Davies,Ben Davies,Davies,18,2
2425,485,Alfie,Devine,Alfie Devine,Devine,18,3
2425,486,Radu,Drăgușin,Radu Drăgușin,Dragusin,18,2
2425,487,Emerson,Leite de Souza Junior,Emerson Leite de Souza Junior,E.Royal,18,2
2425,488,Fraser,Forster,Fraser Forster,Forster,18,1
2425,489,Archie,Gray,Archie Gray,Gray,18,3
2425,490,Pierre-Emile,Højbjerg,Pierre-Emile Højbjerg,Højbjerg,18,3
2425,491,Brennan,Johnson,Brennan Johnson,Johnson,18,3
2425,492,Dejan,Kulusevski,Dejan Kulusevski,Kulusevski,18,3
2425,493,Giovani,Lo Celso,Giovani Lo Celso,Lo Celso,18,3
2425,494,James,Maddison,James Maddison,Maddison,18,3
2425,495,Pedro,Porro,Pedro Porro,Pedro Porro,18,2
2425,496,Sergio,Reguilón,Sergio Reguilón,Reguilón,18,2
2425,497,Richarlison,de Andrade,Richarlison de Andrade,Richarlison,18,4
2425,498,Cristian,Romero,Cristian Romero,Romero,18,2
2425,499,Pape Matar,Sarr,Pape Matar Sarr,P.M.Sarr,18,3
2425,500,Dane,Scarlett,Dane Scarlett,Scarlett,18,4
2425,502,Manor,Solomon,Manor Solomon,Solomon,18,3
2425,503,Son,Heung-min,Son Heung-min,Son,18,3
2425,504,Djed,Spence,Djed Spence,Spence,18,2
2425,505,Destiny,Udogie,Destiny Udogie,Udogie,18,2
2425,506,Micky,van de Ven,Micky van de Ven,Van de Ven,18,2
2425,507,Alejo,Véliz,Alejo Véliz,Veliz,18,4
2425,508,Guglielmo,Vicario,Guglielmo Vicario,Vicario,18,1
2425,509,Timo,Werner,Timo Werner,Werner,18,3
2425,510,Alfie,Whiteman,Alfie Whiteman,Whiteman,18,1
2425,609,Will,Lankshear,Will Lankshear,Lankshear,18,4
2425,610,Mikey,Moore,Mikey Moore,Moore,18,3
2425,612,Wilson,Odobert,Wilson Odobert,Odobert,18,3
2425,683,Callum,Olusesi,Callum Olusesi,Olusesi,18,3
2425,684,Malachi,Hardy,Malachi Hardy,Hardy,18,2
2425,699,Alfie,Dorrington,Alfie Dorrington,Dorrington,18,2
2425,700,Maeson,King,Maeson King,King,18,2
2425,716,Antonín,Kinsky,Antonín Kinsky,Kinsky,18,1
2425,717,Min-Hyeok,Yang,Min-Hyeok Yang,Yang,18,3
2425,729,Damola,Ajayi,Damola Ajayi,Ajayi,18,3
2425,749,Ange,Postecoglou,Ange Postecoglou,Postecoglou,18,5
2425,760,Dante,Cassanova,Dante Cassanova,Cassanova,18,2
2425,767,Kevin,Danso,Kevin Danso,Danso,18,2
2425,768,Mathys,Tel,Mathys Tel,Tel,18,3
2425,123,Evan,Ferguson,Evan Ferguson,Ferguson,19,4
2425,388,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Wan-Bissaka,19,2
2425,511,Edson,Álvarez Velázquez,Edson Álvarez Velázquez,Álvarez,19,3
2425,512,Michail,Antonio,Michail Antonio,Antonio,19,4
2425,513,Alphonse,Areola,Alphonse Areola,Areola,19,1
2425,514,Jarrod,Bowen,Jarrod Bowen,Bowen,19,3
2425,516,Vladimír,Coufal,Vladimír Coufal,Coufal,19,2
2425,517,Aaron,Cresswell,Aaron Cresswell,Cresswell,19,2
2425,519,George,Earthy,George Earthy,Earthy,19,3
2425,520,Emerson,Palmieri dos Santos,Emerson Palmieri dos Santos,Emerson,19,2
2425,521,Łukasz,Fabiański,Łukasz Fabiański,Fabianski,19,1
2425,522,Wes,Foderingham,Wes Foderingham,Foderingham,19,1
2425,523,Danny,Ings,Danny Ings,Ings,19,4
2425,524,Max,Kilman,Max Kilman,Kilman,19,2
2425,525,Mohammed,Kudus,Mohammed Kudus,Kudus,19,3
2425,526,Luis Guilherme,Lira dos Santos,Luis Guilherme Lira dos Santos,L.Guilherme,19,3
2425,527,Lucas,Tolentino Coelho de Lima,Lucas Tolentino Coelho de Lima,L.Paquetá,19,3
2425,528,Konstantinos,Mavropanos,Konstantinos Mavropanos,Mavropanos,19,2
2425,530,Tomáš,Souček,Tomáš Souček,Souček,19,3
2425,531,James,Ward-Prowse,James Ward-Prowse,Ward-Prowse,19,3
2425,532,Kurt,Zouma,Kurt Zouma,Zouma,19,2
2425,576,Andy,Irving,Andy Irving,Irving,19,3
2425,587,Crysencio,Summerville,Crysencio Summerville,Summerville,19,3
2425,588,Guido,Rodríguez,Guido Rodríguez,G.Rodríguez,19,3
2425,589,Niclas,Füllkrug,Niclas Füllkrug,Füllkrug,19,4
2425,591,Jean-Clair,Todibo,Jean-Clair Todibo,Todibo,19,2
2425,643,Kaelan,Casey,Kaelan Casey,Casey,19,2
2425,654,Carlos,Soler,Carlos Soler,C.Soler,19,3
2425,677,Ollie,Scarles,Ollie Scarles,Scarles,19,2
2425,686,Ezra,Mayers,Ezra Mayers,Mayers,19,2
2425,701,Lewis,Orford,Lewis Orford,Orford,19,3
2425,750,Graham,Potter,Graham Potter,Potter,19,5
2425,204,Sam,Johnstone,Sam Johnstone,Johnstone,20,1
2425,533,Rayan,Aït-Nouri,Rayan Aït-Nouri,Aït-Nouri,20,2
2425,534,Boubacar,Traoré,Boubacar Traoré,B.Traore,20,3
2425,535,Jean-Ricner,Bellegarde,Jean-Ricner Bellegarde,Bellegarde,20,3
2425,536,Daniel,Bentley,Daniel Bentley,Bentley,20,1
2425,537,Francisco Jorge,Tomás Oliveira,Francisco Jorge Tomás Oliveira,Chiquinho,20,3
2425,538,Tawanda,Chirewa,Tawanda Chirewa,Chirewa,20,3
2425,539,Leon,Chiwome,Leon Chiwome,Chiwome,20,4
2425,540,Luke,Cundle,Luke Cundle,Cundle,20,3
2425,541,Matheus,Santos Carneiro Da Cunha,Matheus Santos Carneiro Da Cunha,Cunha,20,4
2425,542,Craig,Dawson,Craig Dawson,Dawson,20,2
2425,543,Matt,Doherty,Matt Doherty,Doherty,20,2
2425,544,Tommy,Doyle,Tommy Doyle,Doyle,20,3
2425,545,Fábio,Silva,Fábio Silva,Fábio Silva,20,4
2425,546,Nathan,Fraser,Nathan Fraser,Fraser,20,4
2425,547,Enso,González,Enso González,Gonzalez,20,3
2425,548,Gonçalo Manuel,Ganchinho Guedes,Gonçalo Manuel Ganchinho Guedes,Guedes,20,3
2425,549,Hugo,Bueno López,Hugo Bueno López,H.Bueno,20,2
2425,550,Hwang,Hee-chan,Hwang Hee-chan,Hee Chan,20,3
2425,551,Joe,Hodge,Joe Hodge,Hodge,20,3
2425,552,Ki-Jana,Hoever,Ki-Jana Hoever,Hoever,20,2
2425,553,João Victor,Gomes da Silva,João Victor Gomes da Silva,J.Gomes,20,3
2425,554,José,Malheiro de Sá,José Malheiro de Sá,José Sá,20,1
2425,555,Saša,Kalajdžić,Saša Kalajdžić,Kalajdžić,20,4
2425,556,Tom,King,Tom King,King,20,1
2425,557,Mario,Lemina,Mario Lemina,Mario Jr.,20,3
2425,558,Yerson,Mosquera,Yerson Mosquera,Mosquera,20,2
2425,559,Nélson,Cabral Semedo,Nélson Cabral Semedo,N.Semedo,20,2
2425,561,Pedro,Cardoso de Lima,Pedro Cardoso de Lima,Pedro Lima,20,2
2425,562,Daniel,Castelo Podence,Daniel Castelo Podence,Podence,20,3
2425,563,Rodrigo,Martins Gomes,Rodrigo Martins Gomes,R.Gomes,20,3
2425,564,Santiago,Bueno,Santiago Bueno,S.Bueno,20,2
2425,565,Pablo,Sarabia,Pablo Sarabia,Sarabia,20,3
2425,566,Jørgen,Strand Larsen,Jørgen Strand Larsen,Strand Larsen,20,4
2425,567,Toti António,Gomes,Toti António Gomes,Toti,20,2
2425,637,Bastien,Meupiyou,Bastien Meupiyou,Meupiyou,20,2
2425,642,André,Trindade da Costa Neto,André Trindade da Costa Neto,André,20,3
2425,655,Carlos Roberto,Forbs Borges,Carlos Roberto Forbs Borges,Forbs,20,3
2425,664,Alfie,Pond,Alfie Pond,Pond,20,2
2425,682,Tom,Edozie,Tom Edozie,Edozie,20,3
2425,711,Wes,Okoduwa,Wes Okoduwa,Okoduwa,20,2
2425,720,Emmanuel,Agbadou,Emmanuel Agbadou,Agbadou,20,2
2425,751,Vítor Manuel,de Oliveira Lopes Pereira,Vítor Manuel de Oliveira Lopes Pereira,Pereira,20,5
2425,769,Nasser,Djiga,Nasser Djiga,Djiga,20,2
2425,770,Marshall,Munetsi,Marshall Munetsi,Munetsi,20,3
2425,784,Mateus,Mané,Mateus Mané,Mané,20,4
2526,3,Karl,Hein,Karl Hein,Hein,1,1
2526,4,Tommy,Setford,Tommy Setford,Setford,1,1
2526,9,Jakub,Kiwior,Jakub Kiwior,Kiwior,1,2
2526,13,Brayden,Clarke,Brayden Clarke,Clarke,1,2
2526,14,Maldini,Kacurri,Maldini Kacurri,Kacurri,1,2
2526,15,Josh,Nichols,Josh Nichols,Nichols,1,2
2526,23,Fábio,Ferreira Vieira,Fábio Ferreira Vieira,Fábio Vieira,1,3
2526,28,Ismeal,Kabia,Ismeal Kabia,Kabia,1,3
2526,29,Albert,Sambi Lokonga,Albert Sambi Lokonga,Sambi,1,3
2526,711,Andre,Harriman-Annous,Andre Harriman-Annous,Harriman-Annous,1,3
2526,759,Marli,Salmon,Marli Salmon,Salmon,1,2
2526,34,Joe,Gauci,Joe Gauci,Gauci,2,1
2526,35,Filip,Marschall,Filip Marschall,Marschall,2,1
2526,43,Álex,Moreno Lopera,Álex Moreno Lopera,Alex Moreno,2,2
2526,45,Lino,da Cruz Sousa,Lino da Cruz Sousa,Sousa,2,2
2526,46,Yasin,Özcan,Yasin Özcan,Yasin,2,2
2526,51,Samuel,Iling-Junior,Samuel Iling-Junior,Iling Jr,2,3
2526,662,Cristhian,Mosquera,Cristhian Mosquera,Mosquera,1,2
2526,31,Gabriel,Fernando de Jesus,Gabriel Fernando de Jesus,G.Jesus,1,4
2526,56,Enzo,Barrenechea,Enzo Barrenechea,Barrenechea,2,3
2526,57,Lewis,Dobbin,Lewis Dobbin,Dobbin,2,3
2526,60,Ben,Broggio,Ben Broggio,Broggio,2,3
2526,61,Leander,Dendoncker,Leander Dendoncker,Dendoncker,2,3
2526,63,Kadan,Young,Kadan Young,Young,2,3
2526,65,Zépiqueno,Redmond,Zépiqueno Redmond,Redmond,2,4
2526,688,James,Wright,James Wright,Wright,2,1
2526,701,Triston,Rowe,Triston Rowe,Rowe,2,2
2526,703,Sam,Proctor,Sam Proctor,Proctor,2,1
2526,710,Travis,Patterson,Travis Patterson,Patterson,2,2
2526,757,Ronnie,Hollingshead,Ronnie Hollingshead,Hollingshead,2,1
2526,768,Leon,Routh,Leon Routh,Leon Routh,2,2
2526,781,TJ,Carroll,TJ Carroll,Carroll,2,2
2526,184,Etienne,Green,Etienne Green,Green,3,1
2526,185,Václav,Hladký,Václav Hladký,Hladký,3,1
2526,186,Connor,Roberts,Connor Roberts,Roberts,3,2
2526,188,Hannes,Delcroix,Hannes Delcroix,Delcroix,3,2
2526,189,Owen,Dodgson,Owen Dodgson,Dodgson,3,2
2526,194,Jordan,Beyer,Jordan Beyer,Jordan,3,2
2526,196,Shurandy,Sambo,Shurandy Sambo,Sambo,3,2
2526,201,Manuel,Benson Hedilazio,Manuel Benson Hedilazio,Benson,3,3
2526,203,Enock,Agyei,Enock Agyei,Boateng,3,3
